Person Id,Floor Access DateTime,Floor Level,Building
2,10/26/15 12:54,3,B
84,10/26/15 12:55,9,C
15,10/26/15 12:55,7,C
85,10/26/15 12:55,2,B
97,10/26/15 12:55,7,C
75,10/26/15 12:56,8,A
55,10/26/15 12:58,3,B
32,10/26/15 12:58,10,C
66,10/26/15 12:59,5,C
30,10/26/15 12:59,5,C
76,10/26/15 12:59,5,A
65,10/26/15 13:00,8,C
57,10/26/15 13:00,5,C
63,10/26/15 13:01,6,B
90,10/26/15 13:01,6,B
39,10/26/15 13:02,1,C
73,10/26/15 13:02,10,B
45,10/26/15 13:02,4,B
87,10/26/15 13:03,5,A
13,10/26/15 13:04,6,C
8,10/26/15 13:04,9,B
71,10/26/15 13:05,3,C
32,10/26/15 13:05,2,A
31,10/26/15 13:05,2,C
99,10/26/15 13:06,1,A
91,10/26/15 13:07,4,C
28,10/26/15 13:07,1,B
2,10/26/15 13:08,5,C
4,10/26/15 13:08,2,C
82,10/26/15 13:09,8,B
38,10/26/15 13:09,3,B
41,10/26/15 13:09,9,B
92,10/26/15 13:09,2,C
94,10/26/15 13:11,7,C
30,10/26/15 13:11,1,A
72,10/26/15 13:12,10,B
67,10/26/15 13:12,10,C
83,10/26/15 13:13,2,B
78,10/26/15 13:13,10,B
3,10/26/15 13:14,7,C
86,10/26/15 13:14,9,C
93,10/26/15 13:15,8,B
52,10/26/15 13:16,6,B
80,10/26/15 13:17,1,C
98,10/26/15 13:17,7,C
7,10/26/15 13:18,1,C
19,10/26/15 13:18,2,C
62,10/26/15 13:19,9,B
97,10/26/15 13:19,7,B
42,10/26/15 13:19,5,B
53,10/26/15 13:20,3,B
14,10/26/15 13:20,1,B
34,10/26/15 13:21,10,A
27,10/26/15 13:21,8,B
84,10/26/15 13:21,6,C
81,10/26/15 13:21,8,C
20,10/26/15 13:21,5,A
89,10/26/15 13:23,6,B
10,10/26/15 13:23,1,A
18,10/26/15 13:25,1,A
5,10/26/15 13:26,6,C
66,10/26/15 13:27,6,A
25,10/26/15 13:27,1,A
77,10/26/15 13:27,1,C
58,10/26/15 13:28,7,C
49,10/26/15 13:29,2,C
15,10/26/15 13:30,1,B
11,10/26/15 13:30,6,A
74,10/26/15 13:30,2,C
1,10/26/15 13:31,1,C
9,10/26/15 13:31,2,B
37,10/26/15 13:31,4,C
6,10/26/15 13:32,10,A
48,10/26/15 13:33,9,B
56,10/26/15 13:34,7,A
22,10/26/15 13:34,7,A
16,10/26/15 13:35,5,A
43,10/26/15 13:37,7,C
61,10/26/15 13:38,10,C
44,10/26/15 13:38,5,C
88,10/26/15 13:38,4,A
68,10/26/15 13:38,2,A
59,10/26/15 13:39,10,B
12,10/26/15 13:39,1,A
96,10/26/15 13:40,4,A
46,10/26/15 13:41,3,C
36,10/26/15 13:42,5,A
40,10/26/15 13:42,2,B
75,10/26/15 13:42,2,B
76,10/26/15 13:44,5,A
24,10/26/15 13:45,7,A
21,10/26/15 13:45,4,B
69,10/26/15 13:45,8,B
55,10/26/15 13:47,5,C
85,10/26/15 13:49,7,B
26,10/26/15 13:50,3,B
33,10/26/15 13:50,2,B
95,10/26/15 13:51,1,B
17,10/26/15 13:53,7,C
79,10/26/15 13:53,8,A
35,10/26/15 13:53,4,B
54,10/26/15 13:54,8,A
23,10/26/15 13:55,1,C
64,10/26/15 13:55,7,C
29,10/26/15 13:55,1,B
70,10/26/15 13:57,10,C
50,10/26/15 13:58,2,B
60,10/26/15 13:58,10,B
51,10/26/15 13:59,7,C
47,10/26/15 13:59,10,B
54,10/26/15 18:06,10,B
17,10/26/15 18:06,8,C
42,10/26/15 18:12,7,C
12,10/26/15 18:16,2,B
67,10/26/15 18:16,3,A
98,10/26/15 18:16,6,C
35,10/26/15 18:17,7,B
40,10/26/15 18:17,5,C
31,10/26/15 18:18,1,B
30,10/26/15 18:21,9,C
51,10/26/15 18:22,5,C
66,10/26/15 18:23,6,A
47,10/26/15 18:24,5,A
87,10/26/15 18:24,9,C
14,10/26/15 18:24,8,A
2,10/26/15 18:25,2,A
39,10/26/15 18:25,1,A
43,10/26/15 18:28,5,B
84,10/26/15 18:29,4,C
78,10/26/15 18:29,5,B
44,10/26/15 18:30,8,B
58,10/26/15 18:34,3,A
89,10/26/15 18:34,9,C
83,10/26/15 18:35,7,B
21,10/26/15 18:35,6,A
37,10/26/15 18:40,6,C
45,10/26/15 18:41,4,B
68,10/26/15 18:41,9,A
18,10/26/15 18:42,1,C
69,10/26/15 18:43,10,C
34,10/26/15 18:47,3,A
16,10/26/15 18:48,7,A
85,10/26/15 18:48,10,A
9,10/26/15 18:49,10,B
61,10/26/15 18:50,3,B
94,10/26/15 18:50,4,C
65,10/26/15 18:51,5,A
4,10/26/15 18:52,7,C
28,10/26/15 18:53,8,A
32,10/26/15 18:54,8,B
48,10/26/15 18:55,5,B
90,10/26/15 18:57,9,B
59,10/26/15 19:02,4,C
76,10/26/15 19:04,2,C
71,10/26/15 19:05,8,C
6,10/26/15 19:05,10,B
64,10/26/15 19:06,1,C
52,10/26/15 19:06,9,C
77,10/26/15 19:08,2,B
70,10/26/15 19:09,3,B
57,10/26/15 19:10,2,B
97,10/26/15 19:12,9,B
82,10/26/15 19:12,9,A
7,10/26/15 19:12,2,A
81,10/26/15 19:12,7,A
20,10/26/15 19:15,10,B
11,10/26/15 19:17,2,A
63,10/26/15 19:17,8,A
5,10/26/15 19:18,1,A
15,10/26/15 19:21,4,C
93,10/26/15 19:23,2,B
62,10/26/15 19:23,8,A
27,10/26/15 19:25,1,C
92,10/26/15 19:26,1,A
50,10/26/15 19:27,2,C
24,10/26/15 19:27,8,C
79,10/26/15 19:29,9,A
19,10/26/15 19:31,7,C
56,10/26/15 19:31,9,C
46,10/26/15 19:32,4,C
95,10/26/15 19:33,9,A
13,10/26/15 19:34,8,B
99,10/26/15 19:36,4,B
49,10/26/15 19:36,4,B
3,10/26/15 19:37,9,C
88,10/26/15 19:37,8,C
8,10/26/15 19:38,4,B
80,10/26/15 19:38,8,B
55,10/26/15 19:39,10,C
96,10/26/15 19:39,10,B
75,10/26/15 19:41,10,B
29,10/26/15 19:42,1,A
22,10/26/15 19:43,6,A
91,10/26/15 19:45,5,A
60,10/26/15 19:46,10,A
72,10/26/15 19:48,8,C
26,10/26/15 19:48,6,C
38,10/26/15 19:49,1,C
23,10/26/15 19:49,3,B
73,10/26/15 19:50,5,A
41,10/26/15 19:50,1,B
74,10/26/15 19:51,9,C
36,10/26/15 19:52,10,A
1,10/26/15 19:53,6,A
33,10/26/15 19:55,5,B
53,10/26/15 19:55,1,B
10,10/26/15 19:55,4,B
86,10/26/15 19:58,6,B
25,10/26/15 19:58,8,B
53,10/27/15 8:00,7,A
42,10/27/15 8:01,7,C
66,10/27/15 8:03,6,C
83,10/27/15 8:03,6,C
56,10/27/15 8:05,4,A
43,10/27/15 8:06,7,B
17,10/27/15 8:07,4,A
34,10/27/15 8:09,6,B
73,10/27/15 8:11,2,C
62,10/27/15 8:15,7,B
85,10/27/15 8:15,8,B
44,10/27/15 8:15,2,B
82,10/27/15 8:17,5,A
11,10/27/15 8:17,9,A
76,10/27/15 8:19,6,B
36,10/27/15 8:20,6,C
22,10/27/15 8:23,5,A
2,10/27/15 8:23,9,B
39,10/27/15 8:27,7,A
64,10/27/15 8:27,1,A
80,10/27/15 8:29,6,A
99,10/27/15 8:29,10,C
54,10/27/15 8:29,5,B
16,10/27/15 8:30,4,B
3,10/27/15 8:30,6,A
4,10/27/15 8:31,5,C
67,10/27/15 8:32,6,A
61,10/27/15 8:32,5,C
6,10/27/15 8:34,7,C
33,10/27/15 8:34,5,B
94,10/27/15 8:38,1,B
86,10/27/15 8:39,1,C
52,10/27/15 8:40,4,A
81,10/27/15 8:41,5,B
65,10/27/15 8:42,6,B
84,10/27/15 8:42,9,A
30,10/27/15 8:44,10,A
9,10/27/15 8:44,10,A
21,10/27/15 8:45,9,A
55,10/27/15 8:45,9,A
51,10/27/15 8:46,8,B
90,10/27/15 8:46,6,B
18,10/27/15 8:46,3,B
45,10/27/15 8:48,10,C
71,10/27/15 8:48,9,B
19,10/27/15 8:48,4,A
48,10/27/15 8:49,9,A
77,10/27/15 8:50,3,B
26,10/27/15 8:51,3,B
78,10/27/15 8:51,1,A
15,10/27/15 8:52,4,A
38,10/27/15 8:54,4,C
28,10/27/15 8:54,6,C
57,10/27/15 8:55,2,C
35,10/27/15 9:00,8,C
12,10/27/15 9:03,9,C
32,10/27/15 9:03,2,C
25,10/27/15 9:04,2,C
74,10/27/15 9:04,8,C
93,10/27/15 9:04,10,C
10,10/27/15 9:05,4,C
20,10/27/15 9:05,9,C
41,10/27/15 9:09,10,C
70,10/27/15 9:10,9,A
46,10/27/15 9:10,7,A
37,10/27/15 9:10,3,B
69,10/27/15 9:11,2,A
14,10/27/15 9:13,3,C
92,10/27/15 9:15,9,A
49,10/27/15 9:15,1,C
50,10/27/15 9:16,7,C
63,10/27/15 9:17,3,A
97,10/27/15 9:20,6,A
23,10/27/15 9:20,6,B
8,10/27/15 9:20,1,A
98,10/27/15 9:21,3,A
58,10/27/15 9:21,1,C
96,10/27/15 9:22,5,A
95,10/27/15 9:24,8,A
29,10/27/15 9:25,8,B
27,10/27/15 9:28,5,B
13,10/27/15 9:30,5,B
91,10/27/15 9:31,4,B
88,10/27/15 9:32,5,C
72,10/27/15 9:35,7,C
59,10/27/15 9:42,2,A
1,10/27/15 9:45,3,A
75,10/27/15 9:48,6,B
5,10/27/15 9:49,10,A
79,10/27/15 9:50,6,C
47,10/27/15 9:52,7,C
87,10/27/15 9:53,1,B
31,10/27/15 9:54,10,A
89,10/27/15 9:55,10,C
24,10/27/15 9:56,5,C
40,10/27/15 9:56,1,B
60,10/27/15 9:59,8,A
68,10/27/15 9:59,9,B
7,10/27/15 9:59,3,B
20,10/27/15 12:01,8,C
51,10/27/15 12:01,8,C
73,10/27/15 12:01,3,A
84,10/27/15 12:01,8,C
7,10/27/15 12:01,10,C
76,10/27/15 12:03,8,C
59,10/27/15 12:04,10,C
81,10/27/15 12:04,9,C
36,10/27/15 12:04,8,A
13,10/27/15 12:05,10,B
60,10/27/15 12:06,10,C
68,10/27/15 12:08,3,C
92,10/27/15 12:09,6,B
65,10/27/15 12:09,5,C
27,10/27/15 12:09,2,A
39,10/27/15 12:10,6,B
88,10/27/15 12:10,3,A
16,10/27/15 12:11,7,A
96,10/27/15 12:12,3,B
41,10/27/15 12:12,7,C
42,10/27/15 12:12,3,A
34,10/27/15 12:13,7,C
23,10/27/15 12:13,5,C
77,10/27/15 12:14,8,B
10,10/27/15 12:15,4,B
14,10/27/15 12:15,4,C
4,10/27/15 12:15,5,B
91,10/27/15 12:16,9,A
29,10/27/15 12:17,4,A
56,10/27/15 12:18,2,A
32,10/27/15 12:18,9,C
19,10/27/15 12:19,7,B
87,10/27/15 12:19,9,C
78,10/27/15 12:22,7,B
1,10/27/15 12:23,3,B
85,10/27/15 12:23,8,C
35,10/27/15 12:24,6,C
80,10/27/15 12:25,3,B
98,10/27/15 12:25,8,C
94,10/27/15 12:26,8,B
47,10/27/15 12:27,3,B
55,10/27/15 12:28,3,B
54,10/27/15 12:28,10,B
97,10/27/15 12:28,1,C
66,10/27/15 12:29,6,A
71,10/27/15 12:29,7,B
40,10/27/15 12:30,9,A
37,10/27/15 12:31,1,C
21,10/27/15 12:31,8,A
75,10/27/15 12:31,4,B
28,10/27/15 12:32,6,B
61,10/27/15 12:32,3,C
62,10/27/15 12:32,10,B
17,10/27/15 12:33,10,B
30,10/27/15 12:33,9,C
11,10/27/15 12:33,2,B
9,10/27/15 12:33,10,B
2,10/27/15 12:34,7,A
33,10/27/15 12:34,3,C
74,10/27/15 12:36,2,C
93,10/27/15 12:36,1,A
67,10/27/15 12:36,8,A
50,10/27/15 12:36,4,A
52,10/27/15 12:37,6,C
44,10/27/15 12:38,1,A
25,10/27/15 12:41,9,C
82,10/27/15 12:42,5,B
26,10/27/15 12:42,4,C
79,10/27/15 12:43,2,B
72,10/27/15 12:43,8,A
70,10/27/15 12:43,8,C
83,10/27/15 12:43,2,C
90,10/27/15 12:44,10,A
24,10/27/15 12:44,7,C
45,10/27/15 12:45,6,B
63,10/27/15 12:46,6,B
57,10/27/15 12:46,5,B
58,10/27/15 12:47,6,C
95,10/27/15 12:47,3,B
6,10/27/15 12:48,8,A
43,10/27/15 12:48,8,C
15,10/27/15 12:48,7,B
64,10/27/15 12:48,2,B
31,10/27/15 12:49,7,B
18,10/27/15 12:49,9,C
38,10/27/15 12:49,9,A
8,10/27/15 12:50,3,C
5,10/27/15 12:52,3,B
69,10/27/15 12:53,4,C
48,10/27/15 12:53,10,B
86,10/27/15 12:55,8,C
12,10/27/15 12:55,9,B
53,10/27/15 12:56,8,C
49,10/27/15 12:57,6,B
22,10/27/15 12:57,4,C
89,10/27/15 12:57,3,A
3,10/27/15 12:57,2,C
46,10/27/15 12:58,1,B
99,10/27/15 12:59,1,B
94,10/27/15 13:00,9,B
3,10/27/15 13:01,7,C
19,10/27/15 13:02,1,A
83,10/27/15 13:02,4,A
38,10/27/15 13:02,7,A
18,10/27/15 13:02,8,A
68,10/27/15 13:02,4,C
88,10/27/15 13:03,1,C
5,10/27/15 13:05,3,B
67,10/27/15 13:05,8,C
4,10/27/15 13:05,9,A
62,10/27/15 13:06,6,B
39,10/27/15 13:06,9,A
32,10/27/15 13:07,3,B
75,10/27/15 13:09,1,B
33,10/27/15 13:09,6,A
27,10/27/15 13:10,7,A
46,10/27/15 13:11,5,A
10,10/27/15 13:12,5,A
48,10/27/15 13:13,5,A
63,10/27/15 13:14,2,A
16,10/27/15 13:14,8,B
17,10/27/15 13:14,3,B
97,10/27/15 13:15,7,A
80,10/27/15 13:17,3,A
73,10/27/15 13:17,6,B
42,10/27/15 13:17,10,A
35,10/27/15 13:18,10,C
89,10/27/15 13:18,7,C
92,10/27/15 13:19,5,C
86,10/27/15 13:19,2,B
22,10/27/15 13:20,9,A
76,10/27/15 13:21,10,C
55,10/27/15 13:21,6,C
59,10/27/15 13:21,6,A
81,10/27/15 13:25,1,A
28,10/27/15 13:25,1,A
6,10/27/15 13:25,10,A
20,10/27/15 13:26,7,C
78,10/27/15 13:27,8,B
12,10/27/15 13:29,8,B
58,10/27/15 13:29,2,B
47,10/27/15 13:29,7,B
36,10/27/15 13:30,2,B
50,10/27/15 13:30,2,C
56,10/27/15 13:31,9,B
24,10/27/15 13:31,2,B
74,10/27/15 13:31,8,C
99,10/27/15 13:31,4,C
71,10/27/15 13:32,1,A
98,10/27/15 13:33,4,A
7,10/27/15 13:33,9,C
87,10/27/15 13:35,7,B
95,10/27/15 13:35,1,C
1,10/27/15 13:36,5,B
40,10/27/15 13:36,6,C
31,10/27/15 13:37,9,B
45,10/27/15 13:38,8,A
60,10/27/15 13:38,10,A
11,10/27/15 13:39,3,B
34,10/27/15 13:39,4,A
66,10/27/15 13:40,9,C
29,10/27/15 13:40,6,B
70,10/27/15 13:40,4,C
43,10/27/15 13:41,10,A
8,10/27/15 13:41,5,A
77,10/27/15 13:42,5,B
61,10/27/15 13:42,1,B
15,10/27/15 13:43,2,B
53,10/27/15 13:44,5,A
21,10/27/15 13:44,5,C
49,10/27/15 13:44,5,B
14,10/27/15 13:45,1,A
82,10/27/15 13:46,7,C
57,10/27/15 13:47,9,C
26,10/27/15 13:47,5,C
90,10/27/15 13:49,7,C
91,10/27/15 13:49,1,C
65,10/27/15 13:50,10,A
72,10/27/15 13:50,2,B
79,10/27/15 13:51,2,A
37,10/27/15 13:51,1,C
9,10/27/15 13:51,9,C
44,10/27/15 13:52,10,B
93,10/27/15 13:52,4,B
64,10/27/15 13:52,10,B
25,10/27/15 13:52,5,B
30,10/27/15 13:53,7,A
51,10/27/15 13:53,4,B
41,10/27/15 13:54,7,C
52,10/27/15 13:54,5,B
13,10/27/15 13:54,1,B
96,10/27/15 13:56,10,B
2,10/27/15 13:57,4,B
85,10/27/15 13:57,5,A
54,10/27/15 13:58,2,B
84,10/27/15 13:58,7,C
69,10/27/15 13:59,6,A
23,10/27/15 13:59,6,B
4,10/27/15 18:00,1,C
51,10/27/15 18:00,1,B
54,10/27/15 18:01,7,A
96,10/27/15 18:01,8,C
61,10/27/15 18:05,5,A
44,10/27/15 18:07,6,A
12,10/27/15 18:07,3,A
73,10/27/15 18:08,9,B
13,10/27/15 18:11,8,A
83,10/27/15 18:12,3,A
47,10/27/15 18:13,5,C
84,10/27/15 18:13,9,A
5,10/27/15 18:14,1,C
26,10/27/15 18:15,2,A
24,10/27/15 18:17,1,A
18,10/27/15 18:18,6,A
91,10/27/15 18:19,4,C
59,10/27/15 18:20,6,C
95,10/27/15 18:21,4,C
57,10/27/15 18:25,5,B
19,10/27/15 18:27,5,A
20,10/27/15 18:27,3,A
14,10/27/15 18:28,2,C
34,10/27/15 18:29,3,C
94,10/27/15 18:34,6,B
49,10/27/15 18:34,6,C
86,10/27/15 18:35,8,A
11,10/27/15 18:38,3,B
9,10/27/15 18:41,5,B
72,10/27/15 18:41,10,B
93,10/27/15 18:43,6,A
10,10/27/15 18:44,3,A
45,10/27/15 18:45,2,B
2,10/27/15 18:46,4,A
99,10/27/15 18:47,1,B
35,10/27/15 18:47,8,C
32,10/27/15 18:48,3,B
52,10/27/15 18:48,6,C
3,10/27/15 18:49,5,A
67,10/27/15 18:50,10,C
79,10/27/15 18:50,1,C
69,10/27/15 18:50,3,C
74,10/27/15 18:51,2,B
75,10/27/15 18:54,4,C
33,10/27/15 18:55,8,A
80,10/27/15 18:57,1,C
48,10/27/15 18:58,1,B
37,10/27/15 18:59,3,C
56,10/27/15 19:02,10,B
68,10/27/15 19:03,5,A
21,10/27/15 19:03,1,A
43,10/27/15 19:04,5,B
7,10/27/15 19:06,5,C
87,10/27/15 19:06,2,C
64,10/27/15 19:07,1,A
38,10/27/15 19:08,4,B
81,10/27/15 19:09,10,C
46,10/27/15 19:09,10,A
89,10/27/15 19:10,10,B
8,10/27/15 19:10,4,B
40,10/27/15 19:13,2,B
58,10/27/15 19:14,5,A
98,10/27/15 19:16,1,C
1,10/27/15 19:16,10,C
15,10/27/15 19:19,5,B
77,10/27/15 19:20,7,A
97,10/27/15 19:20,9,C
39,10/27/15 19:20,6,C
60,10/27/15 19:21,8,B
88,10/27/15 19:23,6,A
92,10/27/15 19:24,2,C
6,10/27/15 19:28,2,B
41,10/27/15 19:30,10,C
22,10/27/15 19:30,5,A
62,10/27/15 19:31,2,A
53,10/27/15 19:31,1,B
28,10/27/15 19:33,6,B
23,10/27/15 19:34,4,B
55,10/27/15 19:38,1,C
50,10/27/15 19:38,9,A
71,10/27/15 19:39,1,C
29,10/27/15 19:40,4,C
76,10/27/15 19:42,7,B
30,10/27/15 19:45,6,B
78,10/27/15 19:47,4,B
36,10/27/15 19:47,6,C
65,10/27/15 19:48,5,C
16,10/27/15 19:49,1,C
90,10/27/15 19:49,9,C
70,10/27/15 19:52,4,A
63,10/27/15 19:52,2,A
17,10/27/15 19:53,8,C
66,10/27/15 19:54,3,B
25,10/27/15 19:55,7,B
31,10/27/15 19:57,3,C
82,10/27/15 19:57,6,C
85,10/27/15 19:58,4,C
27,10/27/15 19:59,8,A
42,10/27/15 19:59,6,C
66,10/28/15 8:00,9,C
87,10/28/15 8:00,2,C
40,10/28/15 8:02,7,A
5,10/28/15 8:02,4,C
18,10/28/15 8:02,3,C
92,10/28/15 8:03,4,C
27,10/28/15 8:03,1,C
63,10/28/15 8:07,4,C
23,10/28/15 8:07,8,B
9,10/28/15 8:08,8,B
17,10/28/15 8:09,4,A
44,10/28/15 8:10,5,C
3,10/28/15 8:11,2,C
77,10/28/15 8:11,10,C
71,10/28/15 8:12,4,B
75,10/28/15 8:12,8,A
24,10/28/15 8:13,8,A
38,10/28/15 8:14,6,A
25,10/28/15 8:14,8,A
45,10/28/15 8:15,7,C
97,10/28/15 8:15,5,C
35,10/28/15 8:17,3,B
83,10/28/15 8:17,1,B
68,10/28/15 8:18,4,C
73,10/28/15 8:21,5,A
1,10/28/15 8:22,6,A
95,10/28/15 8:24,3,C
52,10/28/15 8:25,1,B
85,10/28/15 8:30,1,A
72,10/28/15 8:31,6,B
12,10/28/15 8:32,4,B
26,10/28/15 8:34,8,C
7,10/28/15 8:36,10,A
30,10/28/15 8:36,6,A
36,10/28/15 8:38,9,C
47,10/28/15 8:40,3,A
79,10/28/15 8:40,1,B
76,10/28/15 8:42,9,C
41,10/28/15 8:42,3,A
11,10/28/15 8:44,1,C
88,10/28/15 8:45,8,C
90,10/28/15 8:45,9,C
64,10/28/15 8:47,6,A
10,10/28/15 8:47,8,C
56,10/28/15 8:50,3,B
42,10/28/15 8:50,4,A
65,10/28/15 8:51,8,B
67,10/28/15 8:53,2,C
60,10/28/15 8:53,4,C
37,10/28/15 9:00,9,C
62,10/28/15 9:01,9,B
34,10/28/15 9:01,6,B
53,10/28/15 9:02,2,B
54,10/28/15 9:02,7,B
46,10/28/15 9:06,10,B
31,10/28/15 9:06,10,A
98,10/28/15 9:07,5,C
89,10/28/15 9:07,9,B
80,10/28/15 9:13,3,B
16,10/28/15 9:14,9,A
39,10/28/15 9:16,6,B
94,10/28/15 9:16,5,A
93,10/28/15 9:16,6,A
51,10/28/15 9:17,1,A
55,10/28/15 9:18,7,B
57,10/28/15 9:19,4,B
61,10/28/15 9:19,7,C
20,10/28/15 9:21,1,B
69,10/28/15 9:22,2,C
19,10/28/15 9:23,9,C
8,10/28/15 9:23,8,C
33,10/28/15 9:23,10,A
6,10/28/15 9:24,4,A
50,10/28/15 9:25,6,C
29,10/28/15 9:29,10,A
99,10/28/15 9:29,4,A
13,10/28/15 9:29,5,B
96,10/28/15 9:31,4,B
28,10/28/15 9:32,2,A
58,10/28/15 9:33,6,B
59,10/28/15 9:35,10,C
32,10/28/15 9:39,1,B
49,10/28/15 9:39,8,C
43,10/28/15 9:43,2,C
21,10/28/15 9:43,5,B
74,10/28/15 9:44,7,B
86,10/28/15 9:44,8,C
48,10/28/15 9:45,10,C
70,10/28/15 9:45,10,C
22,10/28/15 9:46,3,C
81,10/28/15 9:48,5,A
91,10/28/15 9:51,2,A
4,10/28/15 9:51,6,A
82,10/28/15 9:51,8,B
84,10/28/15 9:53,3,B
15,10/28/15 9:54,10,A
2,10/28/15 9:55,9,C
14,10/28/15 9:58,6,C
78,10/28/15 9:59,10,A
72,10/28/15 12:01,10,A
12,10/28/15 12:02,8,B
11,10/28/15 12:02,10,C
9,10/28/15 12:03,4,B
59,10/28/15 12:03,6,C
30,10/28/15 12:03,8,C
6,10/28/15 12:03,7,C
97,10/28/15 12:04,4,C
98,10/28/15 12:04,8,B
22,10/28/15 12:04,10,B
55,10/28/15 12:05,5,C
1,10/28/15 12:05,1,C
35,10/28/15 12:05,7,A
56,10/28/15 12:05,5,C
66,10/28/15 12:06,7,A
42,10/28/15 12:07,5,C
28,10/28/15 12:08,4,C
60,10/28/15 12:08,10,B
90,10/28/15 12:08,5,B
31,10/28/15 12:10,4,C
17,10/28/15 12:10,4,A
73,10/28/15 12:11,2,C
20,10/28/15 12:13,5,B
51,10/28/15 12:13,4,B
65,10/28/15 12:15,5,C
3,10/28/15 12:15,2,A
93,10/28/15 12:16,6,B
85,10/28/15 12:17,2,C
64,10/28/15 12:18,6,C
37,10/28/15 12:19,4,A
61,10/28/15 12:19,8,C
99,10/28/15 12:21,5,B
76,10/28/15 12:21,4,B
62,10/28/15 12:21,6,C
2,10/28/15 12:21,7,C
67,10/28/15 12:21,1,B
91,10/28/15 12:22,3,A
63,10/28/15 12:22,8,A
43,10/28/15 12:24,7,B
95,10/28/15 12:24,8,C
87,10/28/15 12:26,4,B
29,10/28/15 12:27,3,B
84,10/28/15 12:27,4,A
10,10/28/15 12:28,8,B
44,10/28/15 12:28,7,C
47,10/28/15 12:29,9,C
50,10/28/15 12:29,2,A
39,10/28/15 12:30,4,A
81,10/28/15 12:31,8,B
53,10/28/15 12:32,8,A
57,10/28/15 12:33,1,B
36,10/28/15 12:33,9,A
48,10/28/15 12:33,7,A
78,10/28/15 12:35,8,C
68,10/28/15 12:35,6,A
80,10/28/15 12:37,6,A
21,10/28/15 12:37,3,B
18,10/28/15 12:39,2,C
69,10/28/15 12:40,8,A
24,10/28/15 12:40,8,C
71,10/28/15 12:41,8,C
79,10/28/15 12:41,6,C
13,10/28/15 12:42,6,A
4,10/28/15 12:42,5,B
16,10/28/15 12:42,10,B
40,10/28/15 12:43,4,B
27,10/28/15 12:43,2,A
41,10/28/15 12:43,10,C
82,10/28/15 12:46,6,C
26,10/28/15 12:46,10,B
96,10/28/15 12:46,2,A
94,10/28/15 12:47,1,C
32,10/28/15 12:48,3,B
25,10/28/15 12:48,6,B
49,10/28/15 12:48,4,A
92,10/28/15 12:48,1,A
54,10/28/15 12:48,3,B
38,10/28/15 12:49,1,C
8,10/28/15 12:50,10,B
33,10/28/15 12:51,7,A
5,10/28/15 12:51,8,B
15,10/28/15 12:52,3,A
88,10/28/15 12:53,5,A
77,10/28/15 12:53,4,B
23,10/28/15 12:53,5,A
45,10/28/15 12:54,4,B
46,10/28/15 12:55,3,B
7,10/28/15 12:55,2,A
19,10/28/15 12:56,2,B
52,10/28/15 12:56,1,B
89,10/28/15 12:56,9,C
14,10/28/15 12:57,3,B
58,10/28/15 12:57,4,B
34,10/28/15 12:57,2,A
74,10/28/15 12:57,3,A
83,10/28/15 12:57,6,A
86,10/28/15 12:58,9,B
75,10/28/15 12:58,6,A
70,10/28/15 12:58,6,B
33,10/28/15 13:00,9,B
16,10/28/15 13:01,4,A
18,10/28/15 13:01,2,C
80,10/28/15 13:01,2,B
77,10/28/15 13:02,4,A
60,10/28/15 13:02,1,A
38,10/28/15 13:03,8,B
14,10/28/15 13:03,3,A
30,10/28/15 13:04,2,B
93,10/28/15 13:05,6,A
46,10/28/15 13:06,6,C
62,10/28/15 13:06,9,C
53,10/28/15 13:06,6,B
69,10/28/15 13:06,7,B
22,10/28/15 13:06,4,A
9,10/28/15 13:06,2,B
11,10/28/15 13:07,2,A
15,10/28/15 13:07,7,B
67,10/28/15 13:09,10,B
54,10/28/15 13:10,5,C
85,10/28/15 13:11,4,A
35,10/28/15 13:11,3,C
87,10/28/15 13:11,6,A
19,10/28/15 13:11,7,B
3,10/28/15 13:11,7,B
83,10/28/15 13:11,4,A
57,10/28/15 13:12,3,B
45,10/28/15 13:12,7,C
34,10/28/15 13:13,1,A
12,10/28/15 13:13,6,C
66,10/28/15 13:13,2,B
95,10/28/15 13:14,1,B
90,10/28/15 13:14,2,A
58,10/28/15 13:16,4,C
56,10/28/15 13:16,8,B
79,10/28/15 13:17,2,B
86,10/28/15 13:20,10,A
74,10/28/15 13:21,6,C
70,10/28/15 13:23,7,C
75,10/28/15 13:23,4,B
49,10/28/15 13:23,9,C
97,10/28/15 13:24,5,A
1,10/28/15 13:25,10,B
59,10/28/15 13:26,8,C
48,10/28/15 13:26,9,A
25,10/28/15 13:27,5,C
52,10/28/15 13:27,6,A
84,10/28/15 13:28,4,A
31,10/28/15 13:28,4,C
41,10/28/15 13:29,5,A
76,10/28/15 13:29,6,C
88,10/28/15 13:31,9,B
42,10/28/15 13:31,7,A
24,10/28/15 13:31,6,C
7,10/28/15 13:32,2,C
73,10/28/15 13:33,5,A
92,10/28/15 13:34,6,B
10,10/28/15 13:35,5,B
20,10/28/15 13:36,6,C
28,10/28/15 13:36,10,A
23,10/28/15 13:37,9,C
40,10/28/15 13:37,4,C
32,10/28/15 13:37,7,A
61,10/28/15 13:37,6,A
65,10/28/15 13:38,7,A
29,10/28/15 13:39,8,B
91,10/28/15 13:39,2,C
89,10/28/15 13:40,9,A
78,10/28/15 13:40,7,A
13,10/28/15 13:41,3,A
